major,major_summary
철도전기제어과,"지하철, 경전철, 고속전철과 같은 철도시스템은 모두 전기에너지를 기본 동력으로 사용합니다. 또한 철도신호제어시스템, 철도정보통신시스템 등 현대의 철도시스템은 전기전자통신기술의 집합체라고 할 수 있습니다. 이에 따라 철도전기제어과는 IT를 기반으로 철도의 핵심 기술인 신호, 보안, 통신, 제어 분야를 배우고 변화하는 환경에 빠르게 대처하여 철도 산업을 발전시킬 수 있는 전문 인재를 양성하고 있습니다."
컴퓨터교육과,컴퓨터공학은 공업을 위주로 하던 산업사회에서 정보화 사회로의 이행이 가속됨에 따라 정보산업을 선도하는 핵심적인 학문 분야로 자리 잡고 있습니다. 컴퓨터교육과는 인류사회 복지에 선도적으로 공헌할 수 있는 창의적이고 책임감 있으며 도전 의식과 적응 능력을 겸비한 컴퓨터 분야의 인력을 지도할 교사 및 컴퓨터교육 전문가 양성을 교육목표로 두고 있습니다.
관현악과,"관현악과에서는 개인별 실기교육과 실내악, 관악, 현악합주, 관현악 등을 효율적이고 체계적으로 다룹니다.
관현악과는 일반음악이론 외에도 매 학기마다 학내연주 및 정기연주회, 실내악연주 등을 통해 연주가로서의 기술 향상과 음악적 경험의 폭을 넓혀 재능 있고 창조적인 전문 연주인을 배출하고자 합니다. 또한 음악을 통해 사회봉사를 할 수 있는 음악 교육자를 양성하는 데 교육목표를 두고 있습니다."
피아노학과,"피아노는 피아노포르테의 약칭으로 화성악기ㆍ선율악기의 두 요소를 갖추고 있는 만능 악기로서 널리 쓰이고 있습니다. 음량이 풍부하고 여운이 길며, 센 음과 약한 음을 마음대로 낼 수 있기 때문에 독주, 합주, 반주 등에 두루 쓰입니다.
피아노학과는 피아노에 관한 전문적인 연주 기량의 향상과 이를 뒷받침하는 이론적, 학구적인 기반을 확립함으로써 폭넓은 교양과 지성을 겸비한 예술가 양성에 교육목표를 두고 있습니다."
애니메이션과,"애니메이션을 보면 마치 캐릭터가 살아있는 듯 생동감을 느낄 수 있죠? 사실 애니메이션은 멈춰있는 무수히 많은 사진(그림 혹은 인형)들을 연속시켜서 마치 움직이는 것처럼 보이는 것이랍니다. 그렇다면 정말 많은 작업이 필요할 것입니다. 그래서 애니메이션과는 만화와 애니메이션의 이론적 체계를 세우고 스토리구성, 콘텐츠 기획, 3D애니메이션 제작에 이르는 일련의 과정에 대하여 이론적 학습과 실기를 병행합니다. 최근 애니메이션과는 시대에 부합되는 기술과 예술의 조화를 추구하며 산업 현장에서 뛰어난 기획력과 창의력을 발휘할 수 있는 우수한 애니메이션 전문가를 양성하고 있습니다."
약학부,"신약 개발로 다양한 질병을 치료할 수 있게 되었다는 뉴스를 본 적이 있지요? 약학과에서는 질병의 예방 및 치료에 사용되는 의약품에 관한 지식을 가르치고, 임상 응용 능력을 갖추어 관련된 학문적 연구를 수행할 수 있는 학생을 키우고자 합니다. 약학과에서는 의약품과 약물 치료에 대한 이론을 바탕으로 약품의 개발 및 생산, 관리 등을 공부합니다."
한약학과,"한약학은 21세기 생명과학분야(Bio Technology)의 중요성 증대와 함께 새로이 각광 받고 있는 분야입니다. 한약학과는 이러한 한약학을 학문의 중심에 두고, 전통과 첨단의 조화 속에서 독창성을 발휘할 수 있는 학문 체계를 추구하며 한약학에 대한 전문적인 원리와 지식을 습득한 한약사 및 한약 분야 전문인 양성을 교육목표로 두고 있습니다."
섬유디자인과,"섬유디자인은 인간생활에서 필수적인 재료인 직물에 일정한 변화를 가하여 용도에 적합한 직물로 전환시키는 과정입니다. 섬유디자인과는 패션 산업이 다변화됨에 따라 섬유제품의 디자인 개발에 중점을 두어 섬유디자인, 기획, 생산, 유통 분야 등에서 섬유산업 분야를 담당할 수 있는 전문기술인을 양성하는 것에 교육목표를 두고 있습니다."
섬유디자인학과,섬유 디자인은 인간생활과 가장 밀접한 재료인 직물에 일정한 변화를 가하여 용도에 적합한 직물로 전환시키는 과정입니다. 섬유디자인학과는 창의적인 디자인으로부터 섬유 및 패션 산업 디자인에 이르기까지 전문적인 디자인 개발 능력을 키웁니다. 이를 통해 예술적 감각과 과학적 사고를 겸비한 섬유 디자인 분야의 전문 디자이너를 양성합니다. 
언어치료학과,언어치료학과는 말-언어와 관련된 의사소통 과정에 장애가 있는 아동 및 성인들이 다양한 언어치료 과정을 통해 효율적인 의사소통 참여자로 활동할 수 있도록 치료ㆍ교육하는 언어치료사 및 언어임상 전문가 양성을 교육목표로 합니다.
연예매니지먼트과,"오늘날 텔레비전 혹은 인터넷에서 많은 연예인들을 볼 수 있습니다. 연예매니지먼트과는 연예인들의 다양한 활동을 위하여 인재를 발굴하고 기획하는 매니지먼트 기획사의 업무와 연예인의 일정을 관리하고, 출연료를 협상하는 매니저의 업무를 함께 배웁니다. 즉, 연예매니지먼트과는 문화산업 전반에 대한 이해를 바탕으로 연예계 인재 발굴부터 양성, 관리, 스타로 만드는 스타마케팅에 이르기까지 전 부분에 대하여 체계적이고 전문적인 교육을 실시함으로써 국내 엔터테인먼트 산업의 수준을 높이고, 엔터테인먼트 산업의 전문 매니저 및 전략가 양성을 교육목표로 하고 있습니다."
국제문화정보학과,21세기는 문화의 시대로 문화가 중요한 자원이 되고 인간 삶의 질을 가늠하는 시대로 접어들었습니다. 이에 국제문화정보학은 이러한 시대적 환경 변화에 능동적으로 대처하고 문화의 시대에 걸맞은 유능한 인재를 육성하고 있습니다. 국제문화정보학과는 새롭게 발전하고 있는 문화산업 분야에서 활동할 문화전문가(culture manager)양성에 교육목표를 두고 있습니다.
무도학과,무도학은 전통 무예사상을 바탕으로 무도에 관한 학문 연구 및 그 응용 방법을 연구하고 독창적인 경기기술 개발과 과학적 지도방법을 발전시키고자 하는 학문입니다. 무도학과는 무도학에 대한 과학적인 이론 습득과 체계적이고 강도 높은 실기훈련을 통하여 무도학의 사회적 가치를 정립합니다. 무도의 진흥을 위한 창의력 있는 지도자로서의 인격과 실력을 갖추고 세계 평화와 인류공영에 이바지하는 인재 양성에 교육 목표를 두고 있습니다.
태권도과,"올림픽에서 태권도 경기를 본 적이 있지요? 태권도는 우리나라 고유의 전통 무예를 바탕으로 한 운동이며, 손과 발 몸의 각 부분을 사용하여 차기, 지르기, 막기 따위의 기술을 구사합니다. 태권도는 많은 연구를 통한 스포츠화 과정을 거쳐 발전을 거듭하여 올림픽을 비롯한 각종 국제대회에서 정식종목으로 채택된 세계적인 무도 스포츠로 성장하였습니다. 태권도과는 태권도 고유의 문화적 가치와 기술의 과학성을 분석하여 새로운 학문 체계를 확립하고 독창적 경기 기술과 지도 기술을 개발함으로써 유능한 지도자 양성에 교육목표를 두고 있습니다. "
이벤트연출과,"이벤트(event)는 ‘불특정의 사람들을 모아 놓고 개최하는 잔치’를 뜻합니다. 이벤트 기획과 진행에 있어서 즐거움도 중요하지만 특색 있고 의미가 있는 이벤트를 만들어내는 일이 중요하지요. 이에 따라 이벤트과는 미래 이벤트 업계 및 기업의 이벤트 분야를 이끌어갈 기획과 실무 능력을 겸비한 창조적인 이벤트 전문인 양성에 교육목표를 두고 있습니다. 이벤트과는 기획뿐 아니라 광고, 홍보, 전시, MC 등 여러 분야에서 활동할 수 있도록 이벤트 산업의 전반적인 산업에 대하여 배웁니다. "
그래픽디자인과,"그래픽(graphic)은 ‘그림의’ 혹은 ‘생생한’이라는 뜻을 가지고 있습니다. 그래픽디자인은 초기에 인쇄된 디자인이라는 말로 쓰였지만 오늘날에는 그 의미가 더 넓어져 평면적인 디자인의 시각효과를 두루 뜻합니다. 즉 그래픽디자인과는 시각을 통하여 정보를 보다 효과적으로 전달하기 위한 방법을 연구하는 분야로  정보의 기초표현 능력과 전문 지식을 활용하는 학과입니다. 그래픽디자인과는 오늘날 매체가 다양해지면서 신문, 잡지 등 인쇄매체뿐만 아니라 컴퓨터그래픽을 이용한 인터렉션 디자인, 웹 디자인 등 인터넷 매체를 선택하여 주어진 과제를 시각화하는 디자이너를 양성합니다. "
멀티미디어과,"멀티미디어(multimedia)라는 말을 한 번쯤 들어본 적이 있죠? 이때 멀티는 ‘다수의’, 미디어는 ‘매체’를 뜻하는데요. 영상, 음성, 문자와 같은 다양한 정보 매체를 복합적으로 만든 장치나 소프트웨어의 형태를 의미하는 것입니다. 예를 들어 우리는 동영상을 볼 때, 움직이는 화면과 소리, 글자를 동시에 볼 수 있지요. 멀티미디어과에서는 컴퓨터 관련 기본 교육을 바탕으로 2차원 및 3차원 그래픽, 애니메이션, 홈페이지 디자인, 웹 콘텐츠, 사용자 인터페이스 디자인과 모바일 콘텐츠 개발, 멀티미디어 콘텐츠 제작 등을 실습합니다. 이에 따라 멀티미디어과는 향후 차세대 디지털 콘텐츠 산업을 이끌어갈 전문인 양성을 교육 목표로 합니다."
멀티미디어학과,"우리의 하루 중 단 한 번 이라도 멀티미디어를 접하지 않은 적이 있을까요? 멀티미디어학은 IT기술과 정보화 중심의 디지털 시대에 모든 학문과 관련 산업 기술 분야에서 중요한 역할을 담당하고 있습니다. 멀티미디어학과는 인터넷, 스마트폰, 스마트 TV, 스마트 워치등 다양한 정보 기기와 매체를 통해 정보를 보다 효과적이고 시각화하여 정보로 제공하고자 합니다. 이를 위해 각종 멀티미디어 콘텐츠를 기획하고 제작하기 위한 창의적인 인재 양성과, 멀티미디어 콘텐츠 개발에 필요한 이론과 실습을 통해 전문가를 양성하는데 교육목표를 두고 있습니다."
영상콘텐츠과,"다양한 영상 프로그램 중 예능 프로그램을 좋아하시나요? 혹은 드라마를 더 좋아하시나요? 오늘날 미디어가 다양해진 만큼 영상 콘텐츠도 다양한 방식으로 표현되고 있습니다. 영상콘텐츠과는 빠르게 변화하는 영상 콘텐츠 분야에 능동적으로 대처할 수 있는 현장 전문 기술 인력 양성을 목표로 합니다. 또한 방송 콘텐츠 제작의 연출, 촬영, 편집 등 방송 영상 분야 및 창의적인 영상 콘텐츠 제작 분야의 전문 인력 양성을 교육목표로 두고 있습니다."
경영정보과,"경영정보학은 세계화, 첨단 정보화되어 가는 기업환경의 변화에 적극 대처할 수 있도록 여러 가지 경영정보를 신속, 정확하게 분석, 활용하여 경영을 지원하는 역할을 합니다. 경영정보과는 세계적인 정보화 추세에 기업경쟁력의 핵심요소인 정보기술을 이해하고 응용하여 기업의 경영관리와 효율적 사업 수행에 필요한 정보를 수집, 저장, 관리, 분석할 수 있는 경영정보기술인의 양성에 교육목표를 두고 있습니다."
음악교육과,"음악교육과는 학교와 사회에서 음악교육을 담당할 음악교육 전문가 양성을 위해 설치된 학과입니다. 음악교육과는 음악교육 관련 실기, 이론과 아울러 제반 교육학에 대한 이론을 이수하여 교육현장에서 능숙히 지도할 수 있는 역량 있는 음악 교사를 양성하는 데 교육목표를 두고 있으며, 졸업과 동시에 중등학교 음악과 2급 정교사 자격증을 취득할 수 있습니다."
의료보장구과,"의료보장구과는 노인이나 장애인의 신체적, 사회적 재활에 꼭 필요한 의지 및 보조기 제공을 목표로 기초의학과 전기, 전자 메카트로닉스 공학에 기반하여 보장구 제작의 공학적 이론과 기술을 배우고 장애인을 위한 적응 훈련을 익혀 국민건강을 담당할 전문 의료 기술인을 양성하는 학과입니다. 의료보장구과는 변화하고 발전하는 의지 및 보조기의 이론 및 기술을 겸비하여 학문적 발전에 기여할 수 있는 의지보조기기사 양성을 교육목표로 합니다."
의료정보공학과,"첨단화된 의료장비의 발전으로 간단하면서도 보다 정확하고 세밀하게 다양한 질병 검사를 할 수 있게 되었습니다. 
의료정보공학과는 현대 의학의 발전에 도움이 되고 환자들의 질병에 대해 정확한 진단을 내릴 수 있는 의료장비에 관한 전문가를 키웁니다. 의료정보공학과에서는 의학에 공학기술을 적용시켜 첨단 의료장비를 개발하고 운영하는 데 필요한 기술을 배웁니다."
의료정보시스템과,보건의료 분야에서 환자 중심의 서비스를 제공하기 위한 의료정보의 중요성은 더욱 커져가고 있습니다. 의료정보시스템은 보건의료체계 및 사회 환경과 의료지식 및 IT기술을 합리적으로 접목하여 국민에게 수준 높은 진료 서비스를 제공함으로써 병원 업무의 자동화를 구축하도록 합니다. 의료정보시스템과에서는 보건의료정보의 관리와 의료 서비스의 지원을 위한 전문 인력 양성을 교육목표로 합니다.
우주과학과,"우주과학은 지구를 벗어난 공간인 우주에 대해 연구하는 학문으로서, 우주과학과는 현대 천문학에서부터 인공위성과 우주선의 활용에 이르는 기초와 응용에 학습하고, 21세기 우주 시대가 요구하는 첨단 학문 분야에서 국제적인 경쟁력이 있는 인재를 양성하는 데 교육목표를 두고 있습니다."
영어교육과,"영어 의사소통 능력을 향상시켜, 궁극적으로 교실 영어 수업 진행의 심적 부담감을 덜어주고 21세기 글로벌 시대에 발맞춘 영어 교수 능력을 갖춘 우수한 인재를 길러내고 있습니다. 영어교육과의 학부 과정을 성공적으로 이수한 졸업생들은 교직에 진출하여 영어교육계에서 주도적이고 핵심적인 역할을 담당할 수 있으며, 논리력, 창의력, 언어 운용력 등을 고루 갖추고 학문 연구자로서의 탐구력과 교육자로서의 사명감을 지닌 사람은 대학원 과정에 진학하여 영어학, 영문학, 영어 교육 분야의 연구자, 학자 및 교육전문가를 양성합니다."
철학과,"철학(philosophy)의 어원을 풀어 보면, ‘지혜를 사랑하다’ 입니다. 결국 철학은 자신과 자신의 삶을 둘러싼 세계에 대한 지적인 관심이라고 할 수 있습니다. 철학과에 입학하면, 삶의 의미, 신, 선과 악, 존재 등에 대한 궁극적인 의문을 던지고 이에 합리적으로 대답하는 법에 대해 공부합니다. 졸업 후 많은 분야에 진출 가능하고, 특히 요즈음에는 정보산업 및 문화산업 분야에 활발히 진출하는 편입니다."
미디어출판과,"미디어출판과는 책의 출판을 위한 기획, 편집, 디자인, 마케팅, 홍보, 유통 등 출판과정에 대한 전반적인 실무에 필요한 전문 기술을 배우는 학문입니다. 미디어출판과는 디지털 시대를 맞이하여 출판에 관한 전문적인 기능뿐 아니라 매스미디어(mass media), 즉 대중매체에 대한 이해를 돕고, 전문적인 교육을 병행하여 실시하고 있습니다."
환경디자인과,우리가 살아가는 공간이 다양해지고 도시가 계속해서 변함에 따라 환경디자인의 영역 또한 다양해지고 있습니다. 환경디자인과는 인간생활에서 추구되는 순수한 실내공간뿐 아니라 외부공간까지도 새롭고 쾌적한 환경으로 재창조하는 분야입니다. 환경디자인과는 도시화가 급속히 진행되고 외부 공간의 쾌적성에 대한 관심이 증가함에 따라 자연환경을 보전하고 심미적인 요소를 함께 갖춘 환경디자인을 전문화하는 전문 기술자의 양성을 교육목표로 합니다.
환경디자인학과,"
산업화 과정에서 환경 파괴로 현대인들은 많은 고통을 당하고 있습니다. 환경은 삶의 질을 높이는데 매우 중요합니다. 환경디자인학은 쾌적한 환경의 질을 조성하는 도시, 조경, 건축에 관한 계획, 설계를 연구 대상으로 하는 학문입니다. 환경디자인학에서는 환경 개선에 필요한 지식 및 기술을 습득하고 자연자원의 보존과 관리를 고려합니다. 환경디자인학과는 쾌적한 외부 환경 창조에 기여할 수 있는 유능한 인재 양성에 교육목표를 두고 있습니다."
의예과,병원에 가면 흰 가운을 입은 의사 선생님을 볼 수 있죠? 의사가 되려면 의예과를 졸업해야 합니다. 의예과는 의료인으로서의 윤리의식을 함양하고 사회적 책임을 다할 수 있는 소양과 실용적인 능력을 갖춘 전문 의사를 키웁니다. 의예과는 순수 자연과학을 바탕으로 하는 응용과학 분야로서 사람을 살리는 데 필요한 지식을 가르치고 있습니다.
임상병리과,"병원에 가면 소변검사와 혈액검사를 통해 우리의 몸에 병이 있는지 진단합니다. 이렇게 소변검사와 혈액검사를 해주시는 선생님이 임상병리사입니다. 임상병리과는 임상병리 검사를 잘 수행할 수 있는 유능한 임상병리사를 키우고자 합니다. 임상병리과에서는 환자의 혈액이나 체액, 소변, 조직 등을 화학, 생물학, 물리학, 유전학적인 방법으로 분석하는 것을 배웁니다."
임상병리학과,"병원에 가면 소변 검사와 혈액 검사를 통해 우리 몸에 병이 있는지를 진단합니다. 이렇게 소변 검사와 혈액 검사를 수행하는 사람이 임상병리사입니다. 임상병리과는 임상 병리 검사를 잘 수행할 수 있는 유능한 임상병리사를 키우고자 합니다. 임상병리학과에서는 환자의 혈액이나 체액, 소변, 조직 등을 화학, 생물학, 물리학, 유전학적인 방법으로 분석하는 것을 배웁니다."
자동차정비과,"자동차산업은 점점 성장하고 있고, 기업, 가정 등 자동차 이용 수가 늘어나고 있습니다. 그런데 기계의 결함이나 교통사고와 같은 이유로 자동차 운행에 어려움이 있을 수 있겠죠? 이에 따라 자동차정비과는 큰 사고를 예방하기 위해서 자동차 점검에 필요한 정비 기술에 대해서 배웁니다. 자동차정비과는 자동차의 작동 원리, 구조, 부품의 기능과 성능에 관한 이론과 정비에 필요한 공구와 측정기, 제어에 관한 실무 교육을 통해서 자동차 정비를 잘할 수 있는 전문적인 인재를 양성합니다."
전기제어공학과,"저녁이 되면 자동으로 켜지는 가로등을 본 적이 있나요? 생활 주변에서 익숙하게 보는 각종 제품도 전기제어공학을 이용해 만들어 지고 있습니다. 전기제어공학과는 전기공학 및 제어계측공학 분야를 종합적으로 다루는 학과이며, 전기 에너지의 발생, 전기 에너지 변환, 반도체, 통신, 컴퓨터 등 첨단산업의 기술 개발 전문가 양성을 교육목표로 두고 있습니다."
가정교육과,"가정교육과의 교육과정은 크게 아동학, 가정관리학, 의류학, 식품학, 영양학, 주거학, 교과교육 분야로 나누어지고 생활의 과학화 및 생활 개선을 목표로 여러 기초 과학의 원리를 응용하고 통합하여 실천할 수 있는 학습 기회를 제공합니다. 가정교육과는 학문과 인성을 두루 갖추고 청소년들이 건강한 가정생활을 영위할 수 있도록 조력자의 역할을 수행할 수 있는 가정과 교사를 양성하는 것을 목표로 하고 있습니다."
지리학과,"지리학은 인간의 생활공간인 지표를 연구하는 학문입니다. 인간의 활동 무대가 되는 지표공간 내에서의 인간의 활동과 관련된 자연적, 인문적 현상의 지역적 분포 차이와 일반성을 연구합니다. 지리학과는 지리학의 학습을 통해서 지표 현상의 지리적 내용을 탐구하고 발전시키며 나아가 이를 사회발전과 국토개발에 활용할 수 있는 지리학 전문가를 양성하는 데 교육목표를 두고 있습니다"
지질학과,"지질학은 지구 주위에서 일어나는 모든 사물들의 운동과 현상을 다루는 학문으로, 대자연의 질서와 법칙을 밝히고 나아가 인간생활에 도움이 되는 지하자원의 개발 및 국토개발을 위한 기초 연구를 수행합니다. 지질학과는 순수 과학으로서의 지질학의 기본 원리인 지구의 역사를 이해시키고 고도화된 지식과 연구방법을 이용하여 사회가 필요로 하는 전문 인력의 양성에 교육목표를 두고 있습니다. "
장례지도과,"죽음은 출생, 결혼과 함께 인생의 3대 중대사로 꼽힙니다. 최근 고령화 사회로 사망자 수가 늘어나면서 장례 산업의 수요가 증가하고 있습니다. 장례지도과는 장례 절차, 제도, 공중위생, 시신 위생처리 등 장례에 대한 교육과 훈련을 제공하며, 장례와 관련된 모든 사항을 지도, 상담, 관리하는 전문적인 장례지도사를 양성합니다. "
환경화학과,"환경오염, 미세먼지, 기후변화 환경문제는 점점 심각해지고 있습니다. 환경화학과는 날로 심각해지는 환경 문제를 화학공학 지식을 바탕으로 예방하고 해결하기 위한 지식을 배우는 학과 입니다. 환경 오염물질 최소화  생산공정설계, 환경오염방지 및 보전 업무 수행 지식습득, 화학분야 이론 및 실습을 통해 환경 및 화학산업 분야에 탁월한 기술력을 갖춘 인재를 양성하는 것을 교육목표로 두는 학과입니다. "
문헌정보과,"문헌정보과는 각종 자료의 수집, 정리, 보존, 이용에 필요한 문헌정보학 관련 교과목과 정보전산처리 및 검색에 필요한 컴퓨터와 정보학 관련 교과목을 실무 중심으로 교육하고 있습니다. 문헌정보과는 각종 도서관 및 정보자료실의 운영과 정보 조사처리 및 정보봉사를 수행하는 데 필요한 실제적인 전문지식을 갖춘 사서와 독서지도 능력을 겸비한 보육교사 양성을 교육 목표로 두고 있습니다. "
전통조리과,"전통조리과는 한국 전통 음식을 바탕으로 일본, 중국, 서양 음식을 고루 배우며, 웰빙 트렌드에 맞춰 한국 음식의 장점을 체계적으로 전승ㆍ보존하려는 학과입니다. 전통조리과는 한국 고유의 전통 음식 및 세계 각국의 요리에 관한 전문 지식을 익혀 새로운 식생활 문화를 보급하고 창조할 수 있는, 과학적이고 체계적인 이론과 기술을 겸비한 전문 조리사 양성을 목표로 두고 있습니다."
호텔외식경영과,"호텔외식경영과는 세계화 추세에 알맞은 관광산업의 꽃이라 일컫는 호텔산업에서 객실업무, 레스토랑, 연회장에서 필요한 식음료업무 등의 실무를 익히며, 외국인과 의사소통을 위한 외국어 회화능력을 길러서 호텔 및 외식업체의 관리자가 되는 것을 목표로 합니다. 호텔외식경영과는 호텔과 같은 실습장에서 실제의 조리 및 주방 실무, 식음료서비스, 메뉴개발, 외식업체 컨설팅 등의 체계적이고 전문적인 이론과 실기 능력을 갖춘 전문 인력 양성을 교육목표로 합니다."
정보보호학과,"사물과 사물, 사물과 사람이 소통하는 사물인터넷 시대가 온다는 말을 들어본 적이 있나요? 무인 자동차는 도로위 신호와 사물간 인터넷을 통해 움직이게 되는데 이때 가장 중요한 것중 하나가 바로 보안 문제입니다. IT와 정보통신, 네트워크 기반의 다양한 융합 서비스가 출현하면서 정보보안의 중요성이 커지고 있습니다. 정보보호학과는 네트워크 통신망에서 발생하는 정보 누출, 도청, 정보 위조 및 변조 등의 공격과 위협을 사전에 예방하고 정보 시스템에 대한 디도스 공격, 해킹 시도 및 바이러스 유포 등의 정보보안사고를 대비하는 기술과 방법에 대해 배우는 학과입니다. ."
컴퓨터보안과,"액션 영화에서 해커가 주인공을 도와 혹은 주인공의 적으로서 컴퓨터 시스템에 침입하는 장면을 본 적 있죠? 이때 사용자 행위 및 데이터를 불법으로 열람하여 변조하고, 파괴하는 해커를 ‘블랙 해커’라고 하고, 이러한 블랙 해커의 공격에 대응하는 해커를 ‘화이트 해커’라고 합니다. 컴퓨터보안과는 블랙 해커와 같은 사이버 위협으로부터 정보 자산을 안전하게 보호하는 방법을 공부하는 곳입니다. 구체적으로는 컴퓨터 보안에 대한 실습을 중심으로 해킹, 바이러스의 침해 행위 대비, 운영체제 보안, 정보보안 시스템의 구축, 암호화, 네트워크 보안 기술, 파일시스템 보안기술 등 보안 실무에 관한 전문 인력을 기르는 곳이라고 할 수 있습니다."
제과제빵과,"제과제빵과에서는 제과제빵 분야의 현장 중심 교육을 통해 제과제빵과 관련한 기초 지식과 다양한 실습 교육으로 창의적이고 상품성 있는 제품 개발 능력을 기릅니다. 제과제빵과는 제과, 제빵, 커피 식음료 산업에서 필요로 하는 전문 인력을 양성하고 현장에서 직접 생산과 판매를 할 수 있는 실무 능력을 갖추도록 합니다."
호텔조리과,호텔조리과에서는 호텔을 비롯한 각종 전문 레스토랑에서 각광받고 있는 음식 문화와 관련하여 다양한 실습 교육을 통해 각국의 수준 높은 조리 실무 기술을 습득하도록 합니다. 호텔조리과는 국제화 시대에 발맞추어 창의력과 실력을 갖춘 호텔 및 외식산업에 종사할 수 있는 전문 조리사를 양성하는 것에 목표를 두고 있습니다.
제품디자인과,"우리가 쓰는 다양한 제품들은 실용성은 물론 디자인의 아름다움도 함께 고려되어 만들어 집니다. 제품디자인과는 제품의 아름다움과 개성, 재료, 기능성 등의 요소를 고려하면서 상품개발을 함으로써 급속히 변하는 다양한 요구를 충족시키는 분야입니다. 제품디자인과는 제품 디자인에 대한 일반적인 이해와 디자이너로서 필요로 하는 예술적 감각과 합리적, 이성적 기술 교육을 통하여 인간 환경에 필요한 제품 디자인 환경을 만들어갈 창조적인 제품 디자이너 양성을 교육목표로 두고 있습니다."
조소학과,"조소학과는 현대 미술에서 입체작업이 차지하는 비중이 점점 커지고 있는 가운데 조각예술의 흐름과 양식 및 기법을 익힘으로써 창의적 조각예술 창달을 목적으로 합니다.
조소학과는 현대 사회에서 가장 중요시되는 환경적 측면에서의 조각을 재조명하면서 도시 미관에 관련된 환경미학, 건축, 도시계획, 디자인 등을 학문적으로 연구합니다. 이를 통해 사회적 기능과 역할을 다하는 창조적 예술가를 양성하는 것에 교육목표를 두고 있습니다."
환경조각학과,"환경조각학과는 공공 미술로서의 기능을 다하며 도시환경과의 조화로서 미술의 사회적 기능을 연구ㆍ실천하는 학과입니다. 따라서 순수조각의 예술성과 학문적 바탕 위에 현대사회의 요구에 부응하는 일반 대중의 미적 정서를 충족시키고자 합니다.
환경조각학과는 환경의 개념을 순수조각과 조화롭게 연계하여 조형작품이 실생활에 활용되는 방안을 모색, 연구하며 인간의 주거환경을 위한 미래의 조형전문인 양성에 교육목표를 두고 있습니다."
조경과,"온 세상이 회색빛의 높은 건물들만 있다면 꽤 삭막하겠죠? 우리가 살아갈 공간에서 환경을 어떻게 계획하고 설계하느냐는 중요한 문제입니다. 조경은 아름다운 경관을 만드는 일뿐만 아니라 생태적으로 건강하고, 사람들이 쾌적하고 가치 있는 삶을 누릴 수 있도록 생활환경을 만드는 일입니다. 조경과는 식물 재료ㆍ토목재료ㆍ물 또는 조형물을 이용하여 자연 요소와 인공 요소를 구성함으로써 쾌적한 환경을 조성하는 기술을 배웁니다. 이를 바탕으로 예술과 기술이 종합된 조경 분야에 종사할 수 있는 전문가 양성을 교육목표로 합니다."
조경학과,"우리나라 최초의 조경 문화는 백제 무왕 634년에 시작되었다라고 할 수 있습니다. 무왕은 궁궐에 네모난 ‘궁남지’라는 연못을 파고 섬을 만들어 버드나무를 심었습니다. 궁남지는 우리나라 최초의 인공 연못인 셈입니다. 조경학과는 식물?토목 재료, 물이나 조형물, 나무 등을 이용해서 인간에게 쾌적한 생활공간을 꾸미는 일에 대해서 배우는 학과입니다. 조경학과는 공원 및 녹지의 조성 뿐만 아니라 환경오염과 기후변화에 대응한 환경 보존 및 관리, 생？O계획과 복원의 영역, 친환경 사회 구축등 점차 조경학의 역할이 커지고 있습니다. "
외식조리과,"외식조리과는 음식문화의 국제화와 외식산업의 발달에 맞추어 조리에 관한 이론을 익히고 한식, 양식, 일식, 중식, 제과, 제빵, 식공간 연출, 조주(칵테일) 등의 실습 위주의 교육을 함께 하고 있습니다. 외식조리과는 국민의 건강 증진과 식생활 문화의 올바른 방향을 제시하고 급속히 변화하는 세계의 식문화와 함께 호흡할 수 있는 전문 지식과 기술, 창의력을 갖춘 외식업 분야의 전문조리인 양성을 교육목표로 두고 있습니다."
산림자원학과,자원은 한정적이기 때문에 자원을 확보하고 새로운 자원을 개발하는 것은 매우 중요합니다. 자원의 범위는 매우 방대하며 산림자원학과는 이 중 목재를 비롯한 임산물을 다루는 학과입니다. 산림자원학과는 산림 생물의 생리적 변화와 산림 생태계의 환경적 변화를 이해하고 친환경적 생물자원을 활용하는 방안을 다룹니다. 
조선공학과,"바다 위에 떠있는 배를 보면 한가로워 보이지만 엄청난 공학 기술이 숨겨져 있는 것을 알고 있나요? 조선공학은 선박 및 해양 구조물, 잠수정, 해저로봇, 해양자원탐사 및 채굴용 장비의 설계와 생산, 건조나 운용에 필요한 기초 학문과 응용기술을 배우고 연구하는 학문입니다. 일반 선박 및 첨단 고부가가치 LNG선박의 개발, 해양자원 및 해양 에너지 개발, 해양 공간 이용 등 21세기 조선 및 관련 산업을 선도하는 신기술인 양성을 교육 목표로 두고 있습니다."
지구정보공학과,"제주도에 가보면 흙과 돌이 내륙과는 크게 차이가 나는 것을 알 수 있습니다. 우리가 사는 지구나 공간이 어떻게 형성되었는지를 탐구하는 곳이 지구정보공학과입니다. 지구정보공학과는 국토 계획과 지역 개발, 지도 제작, 환경 관리와 평가, GIS(지리정보시스템) 등의 분야를 선도할 인재를 양성합니다. 지구정보공학과에서는 사람들이 사는 생활 공간인 지표 현상에 대하여 학습합니다."
