,name,description,ability,related_subjects,type
69,영화 제작 실습,"‘영화 제작 실습’은 종합 예술이라 할 수 있는 영화를 제작하는 전반적인 과정을 경험하는 것으로써 사전 제작 단계, 제작 단계, 후반 제작 단계 등 각 단계에서 요구되는 능력을 기르는 과목이다. 학생은 영화 제작 각 단계별로 영화 제작을 체험하고 실습하는데, 영화의 각 교과에서 학습한 기본적인 요소들을 바탕으로 작품을 제작하기 위해 필요한 다양한 능력을 체험하고 학습한다. 이와 같은 ‘영화 제작 실습’ 탐구 과정에서 학생들은 창의적 사고 능력, 협업 능력, 예술적 상상력, 자기 관리 능력, 소통 능력과 같은 과목의 역량을 계발하게 된다. 
  창의적 사고 능력은 한 편의 영화 제작과 관련된 분야의 전문 지식을 토대로 다양한 사회 현상과 이야기들을 다양하게 해석하고, 이를 영화제작을 위한 아이디어로 활용할 수 있는 능력이다. 예술적 상상력은 깊이 있는 성찰과 창의적인 상상력으로 우리의 삶이나 실제로 존재하지 않는 사람들의 판타지를 표현해 낼 수 있는 능력이다. 소통 능력은 협업 능력과 함께 영화제작 현장에서 특별히 요구되는 부분으로서 자신의 느낌을 효과적으로 표현하고 각각의 영역에서 제시되는 문제들을 같이 이해하고 해결할 수 있도록 하는 능력이다. 협업 능력은 공동에 대한 책임감뿐만 아니라 조직 전체의 협력을 이끌어 내어 상호 작용하도록 하는 능력이다. 자기 관리 능력은 마지막 단계까지 최선을 다하겠다는 스스로의 다짐과 자신에 대한 격려를 통해 자신의 삶에 필요한 기초적인 능력 및 변화하는 사회에 유연하게 적응하며 살아가는 능력이다.", ,[],prof
70,영화 감상과 비평,"‘영화 감상과 비평’은 영화 작품을 감상하고, 작품 평가의 적절한 기준을 바탕으로 감상문을 쓸 수 있도록 학습하는 과목이다. 영화는 정치, 역사, 경제, 철학 등 사회와 밀접한 관계를 가지고 있으며 이와 관련하여 작품의 의미와 맥락을 살펴볼 필요가 있다. 학습자의 영화 감상을 통해 매체의 특성과 표현 방식을 폭 넓게 파악하고 영화와 사회와의 관계, 기술적 발전이 미학 체계에 미친 영향 등을 이해한다. 이를 통해 감독뿐 아니라 작품과 소통할 수 있는 자세를 가질 수 있도록 한다. 이와 같이 ‘영화 감상과 비평’ 탐구 과정에서 학습자들은 분석력, 창의적 사고 능력과 같은 과목의 역량을 계발하게 된다. 
  창의적 사고 능력은 영화 분야의 전문 지식을 바탕으로 시각적인 인지를 통해 살펴 본 현상을 다양하게 해석하고 이를 또 다른 현상들에 활용할 수 있는 능력으로서 영화가 기본적으로 사회의 다양한 가치관을 반영하고 있으며 이를 바탕으로 동일한 테마에서도 다양한 의견과 내용을 다루고 있다는 특성에 비추어 볼 때 이 역량은 ‘영화 감상과 비평’ 과목에서 가장 핵심적인 역량이라 말할 수 있다. 분석력은 정보와 자료를 수집, 분석, 평가함으로써 자료와 정보에 내재된 의미를 올바르게 파악하고 이를 바탕으로 영화에서 표현하고 있는 여러 문제를 이해하고 판단할 수 있는 능력이다.", ,[],prof
71,사진의 이해,"‘사진의 이해’는 기초적인 사진의 특성과 원리를 체계적으로 이해하고, 사진의 발명 이후 현대 사진에 이르기까지의 발달과 변화를 학습하는 과목이다. 사진에 관한 기본 지식과 다양한 경험, 정보 등을 통하여 사진 이해의 폭을 넓힘으로써 사진의 창작과 감상활동의 바탕이 되도록 한다. 이 과정을 통해 학습자들은 자기주도적 학습 능력, 창의적 사고 능력, 이미지 분석 능력, 심미적 감성 능력과 같은 과목의 역량을 계발하게 된다. 
  자기주도적 학습 능력은 수업 내용을 적극적으로 수용하여 원리를 이해하며 학습을 실천할 수 있는 능력이다. 창의적 사고 능력은 해당 분야의 전문 지식을 토대로 시각적 인지를 통해 살펴본 현상을 다양하게 해석하고 활용할 수 있는 능력이다. 이미지 분석 능력은 본인과 타인의 사진 이미지에 대한 분석과 관찰을 통하여 서로 소통하고 이해하는 능력이다. 심미적 감성 능력은 사물이나 대상의 아름다움을 식별하고 인식할 수 있는 능력이다.", ,[],prof
72,기초 촬영,"‘기초 촬영’은 카메라와 촬영의 원리를 이해하고, 촬영 및 실습을 통합적으로 학습하는 과목이다. 카메라의 특성과 구조, 기본적인 사용 방법 등을 익혀 다양한 표현 방법을 활용하도록 구성되어 있다. 이 과정을 통해 학습자들은 자기주도적 학습 능력, 창의적 사고 능력, 공동체 의식, 이미지 표현 능력, 시각적 정보 처리 능력과 같은 과목의 역량을 계발하게 된다. 
  자기주도적 학습 능력은 수업 내용을 적극적으로 수용하여 원리를 이해하며 학습을 실천할 수 있는 능력이다. 공동체 의식은 조별활동으로 이루어지는 학습 단계에서 구성원으로 요구되는 가치와 태도를 수용 및 실천할 수 있는 능력이다. 이미지 표현 능력은 개인의 이미지 발표를 통한 언어의 시각화(이미지화), 정보 수집 능력, 비판적 사고력, 매체 표현 방식 등에 대한 능력이다. 시각적 정보 처리 능력은 다양한 시각적 정보와 자료를 수집, 분석, 평가, 선택하고, 적절한 매체를 활용하여 시각적 정보와 자료를 효과적으로 처리함으로써 합리적으로 문제를 해결할 수 있는 능력이다.", ,[],prof
73,암실 실기,"‘암실 실기’는 흑백 사진의 필름 현상과 인화 작업의 기본 과정을 익히고, 현상과 인화의 다양한 효과를 활용하는 과목이다. 필름 현상과 인화에 대한 지식과 기술, 표현 방법을 활용하여 더욱 효과적인 사진 표현 방식을 습득하는 기초가 되도록 한다. 또한 흑백 사진, 응용 사진(비은염 사진, 특수 사진) 등 암실 기법의 영역을 다루고 있어 사진의 중급 과정인 고급 촬영 기술을 습득한 후 자기주도적인 촬영과 현상 및 인화 과정을 통해 사진을 제작할 수 있도록 한다. 이 과정을 통해 학습자들은 자기주도적 학습 능력, 공동체 의식, 이미지 표현 능력, 시각적 정보 처리 능력과 같은 과목의 역량을 계발하게 된다.
  자기주도적 학습 능력은 수업 내용을 적극적으로 수용하여 원리를 이해하며 학습을 실천할 수 있는 능력이다. 공동체 의식은 조별활동으로 이루어지는 학습 단계에서 구성원으로 요구되는 가치와 태도를 수용 및 실천할 수 있는 능력이다. 이미지 표현 능력은 개인의 이미지 발표를 통한 언어의 시각화(이미지화), 정보 수집 능력, 비판적 사고력, 매체 표현 방식 등에 대한 능력이다. 시각적 정보 처리 능력은 다양한 시각적 정보와 자료를 수집, 분석, 평가, 선택하고, 적절한 매체를 활용하여 시각적 정보와 자료를 효과적으로 처리함으로써 합리적으로 문제를 해결할 수 있는 능력이다.", ,[],prof
74,중급 촬영,"‘중급 촬영’은 중형, 대형 카메라의 특성과 구조, 기본적인 사용 방법과 조명의 전반적인 원리와 사용 방법을 익혀서 다양한 표현 방법을 활용하는 과목이다. 중형, 대형 카메라에 대한 지식과 사용 기술, 조명의 원리와 사용 방법을 활용해서 자신의 의도를 살려 촬영할 수 있는 능력을 기르도록 한다. 또한 고급 촬영 기술을 습득한 후 촬영과 현상 인화 과정을 통해 좀 더 수준 높은 사진 작품을 제작할 수 있도록 한다. 이 과정을 통해 학습자들은 자기주도적 학습 능력, 공동체 의식, 이미지 표현 능력, 시각적 정보 처리 능력과 같은 과목의 역량을 계발하게 된다. 
  자기주도적 학습 능력은 수업 내용을 적극적으로 수용하여 원리를 이해하며 학습을 실천할 수 있는 능력이다. 공동체 의식은 조별활동으로 이루어지는 학습 단계에서 구성원으로 요구되는 가치와 태도를 수용 및 실천할 수 있는 능력이다. 이미지 표현 능력은 개인의 이미지 발표를 통해서 언어의 시각화(이미지화), 정보 수집 능력, 비판적 사고력, 매체 표현 방식 등에 대한 능력이다. 시각적 정보 처리 능력은 다양한 시각적 정보와 자료를 수집, 분석, 평가, 선택하고 적절한 매체를 활용하여 시각적 정보와 자료를 효과적으로 처리함으로써 합리적으로 문제를 해결할 수 있는 능력이다.", ,[],prof
75,사진 표현 기법,"‘사진 표현 기법’은 사진 보정에 필요한 소프트웨어의 특징과 원리를 이해하고, 이를 활용하여 좋은 사진을 출력하는 데 필요한 과목이다. 사진 보정과 관련된 다양한 소프트웨어의 사용법을 알아 작품을 제작하는 데 있어 표현 능력을 극대화하는 것으로, 사진 관련 기초 과목을 통해 습득한 이론과 기술을 담아 촬영 후 학습자의 의도에 맞게 활용한다. 이 과정을 통해 학습자들은 창의적 사고 능력, 이미지 표현 능력, 시각적 정보 처리 능력과 같은 과목의 역량을 계발하게 된다. 
  창의적 사고 능력은 해당 분야의 전문 지식을 토대로 시각적 인지를 통해 살펴본 현상을 다양하게 해석하고 활용할 수 있는 능력이다. 이미지 표현 능력은 개인의 이미지 발표를 통해서 언어의 시각화(이미지화), 정보 수집 능력, 비판적 사고력, 매체 표현 방식 등에 대한 능력이다. 시각적 정보 처리 능력은 다양한 시각적 정보와 자료를 수집, 분석, 평가, 선택하고 적절한 매체를 활용하여 시각적 정보와 자료를 효과적으로 처리함으로써 합리적으로 문제를 해결할 수 있는 능력이다.", ,[],prof
76,영상 제작의 이해,"‘영상 제작의 이해’는 영상 이론을 바탕으로 디지털 영상 제작에 필요한 특징과 원리 및 사용 방법을 이해하고, 다양한 표현을 탐색함으로써 촬영 과정에서 영상 표현의 영역을 확장하고자 하는데 필요한 과목이다. 영상의 일반적인 특성과 기능에 관해 지도할 뿐만 아니라 각자 소유하고 있는 카메라의 기능과 특징을 모두 습득하도록 한다. 이 과정을 통해 학습자들은 자기주도적 학습 능력, 창의적 사고 능력, 공동체 의식, 이미지 표현 능력, 시각적 정보 처리 능력과 같은 과목의 역량을 계발하게 된다. 
자기주도적 학습 능력은 수업 내용을 적극적으로 수용하여 원리를 이해하며 학습을 실천할 수 있는 능력이다. 공동체 의식은 조별활동으로 이루어지는 학습 단계에서 구성원으로 요구되는 가치와 태도를 수용 및 실천할 수 있는 능력이다. 이미지 표현 능력은 개인의 이미지 발표를 통해서 언어의 시각화(이미지화), 정보 수집 능력, 비판적 사고력, 매체 표현 방식 등에 대한 능력이다. 시각적 정보 처리 능력은 다양한 시각적 정보와 자료를 수집, 분석, 평가, 선택하고 적절한 매체를 활용하여 시각적 정보와 자료를 효과적으로 처리함으로써 합리적으로 문제를 해결할 수 있는 능력이다.", ,[],prof
77,사진 영상 편집,"‘사진 영상 편집’은 디지털 사진 영상 편집의 기본적인 역할과 특성 및 과정을 이해하고, 디지털 프로그램을 활용하여 포트폴리오, 신문, 잡지와 같은 다양한 매체와 더불어 포트폴리오 제작에도 활용할 수 있는 과목이다. 디지털 사진 영상 편집에 대한 지식과 기술, 표현 방법을 익혀서 전달하는 내용을 효과적으로 편집할 수 있는 능력을 기르도록 한다. 
사진 영상 편집은 흔히 이미지 편집이라는 말과 일맥상통하는데 신문, 잡지와 같은 인쇄 매체와 방송, 인터넷 매체 등에서 이미지를 수집, 분류하여 효과적으로 전달하기 위해 적극적으로 활용하는 분야이다. 이 과정을 통해 학습자들은 자기주도적 학습 능력, 공동체 의식, 이미지 표현 능력, 시각적 정보 처리 능력과 같은 과목의 역량을 계발하게 된다. 
자기주도적 학습 능력은 수업 내용을 적극적으로 수용하여 원리를 이해하며 학습을 실천할 수 있는 능력이다. 공동체 의식은 조별활동으로 이루어지는 학습 단계에서 구성원으로 요구되는 가치와 태도를 수용 및 실천할 수 있는 능력이다. 이미지 표현 능력은 개인의 이미지 발표를 통해서 언어의 시각화(이미지화), 정보 수집 능력, 비판적 사고력, 매체 표현 방식 등에 대한 능력이다. 시각적 정보 처리 능력은 다양한 시각적 정보와 자료를 수집, 분석, 평가, 선택하고 적절한 매체를 활용하여 시각적 정보와 자료를 효과적으로 처리함으로써 합리적으로 문제를 해결할 수 있는 능력이다.", ,[],prof
78,심화 영어 회화Ⅰ,"일반적 주제에 관해 영어로 듣거나 말하는 능력을 기르는 과목으로'심화 영어 회화 II'를 이수하는 데 필요한 준비를 할 수 있게 하는 과목이다. 의사소통 전략을 적절히 구사하여 다양한 상황에서 듣고 말하는 능력을 배양하도록 한다. 학습자의 수준을 고려하여 발표, 토의․토론 등의 활동을 도입하되 창의성과 인성 계발에도 도움이 되는 학습자 참여 및 협동 학습 중심의 활동이 많이 이루어지도록 한다. 다양한 문화적 배경을 가진 사람들 간의 의사소통을 위한 영어 회화능력을 길러 세계 공동체의 구성원으로서의 역량을 키운다. ", ,[],prof
79,심화 영어 회화Ⅱ,"다양한 분야에 관해 영어로 듣거나 말하는 능력을 기르는 과목이다. 의사소통 전략을 효과적으로 구사하여 다양한 상황에서 정확하게 듣고 비교적 유창하게 말하는 능력을 배양하도록 한다. 학습자의 수준을 고려하여 발표, 토의․토론 등의 활동을 도입하되 창의성과 인성 계발에도 도움이 되는 학습자 참여 및 협동 학습 중심의 활동이 많이 이루어지도록 한다. 다양한 문화적 배경을 가진 사람들 간의 의사소통을 위한 영어 회화 능력을 바탕으로 세계 공동체의 구성원으로서의 언어 및 문화적 다양성에 대한 이해와 포용력을 키운다.", ,[],prof
80,심화 영어Ⅰ,"실생활에 필요한 의사소통능력을 향상시키고 장차 전공 분야와 관련된 영어 이해 능력과 표현 능력을 기르는 과목으로󰡐심화 영어 II󰡑를 이수하는 데 필요한 준비를 할 수 있게 하는 과목이다. 학습자들의 전공에 따른 다양한 요구를 최대한 충족시키기 위해, 다양한 일반적 주제의 정보 뿐만 아니라 기초 학문 영역의 정보 등을 다루는 데 필요한 언어 능력을 계발하도록 한다. 학습자 중심의 활동을 통해 영어 의사소통능력과 창의적 사고력을 배양한다. 또한 문화 정체성에 대한 이해를 바탕으로 세계 공동체의 구성원으로서의 기본 역량을 키운다.", ,[],prof
81,심화 영어Ⅱ,"실생활에 필요한 의사소통능력을 향상시키고 장차 전공 분야와 관련된 영어 이해 능력과 표현 능력을 기르는 과목이다. 학습자들의 전공에 따른 다양한 요구를 최대한 충족시키기 위해, 다양한 일반적 주제의 정보 뿐만 아니라 기초 학문 영역의 정보 등을 다루는 데 필요한 언어 능력을 계발하도록 한다. 학습자 중심의 활동을 통해 영어 의사소통 능력과 논리적, 탐구적, 창의적 사고력을 배양한다. 또한 언어 및 문화적 다양성에 대한 이해와 포용 능력을 길러 세계 공동체의 구성원으로서의 역량을 키운다.", ,[],prof
82,심화 영어 독해Ⅰ,"다양한 주제와 장르의 글을 읽고 이해하는 능력을 기르는 과목이며󰡐심화 영어 독해 II󰡑를 이수하는 데 필요한 준비를 할 수 있게 하는 과목이다. 적절한 읽기 전략을 활용하여 인문, 사회, 과학, 문화, 예술 등에 관련된 다양한 소재의 글을 읽고 올바르게 이해하는 능력을 기르도록 한다. 학습자의 수준을 고려하여 다양한 정독 및 다독 활동과 창의성과 인성 계발에 도움이 되는 학습자 참여 및 협동 학습 중심의 활동이 많이 이루어지도록 한다. 이를 통해 지식정보 사회에서 영어로 표현된 다양한 정보를 수집, 분석 할 수 있는 영어 독해 능력을 키운다.", ,[],prof
83,심화 영어 독해Ⅱ,"기초 학술 및 다양한 주제와 장르의 글을 읽고 이해하는 능력을 기르는 과목이다. 효과적인 읽기 전략을 활용하여 인문, 사회, 과학, 문화, 예술 등에 관련된 다양한 소재의 글을 읽고 정확하게 이해하는 능력을 기르도록 한다. 학습자의 수준을 고려하여 다양한 정독 및 다독 활동과 창의성과 인성 계발에 도움이 되는 학습자 참여 및 협동 학습 중심의 활동이 많이 이루어지도록 한다. 이를 통해 지식정보 사회에서 영어로 표현된 다양한 정보를 수집･분석하고 올바르게 활용 할 수 있는 비판적인 영어 독해 능력을 키운다.", ,[],prof
84,심화 영어 작문Ⅰ,"다양한 주제에 맞는 글을 쓸 수 있는 능력과 친숙한 일반적 주제에 관련된 글을 조리 있게 쓸 수 있는 능력을 기르는 과목이며,󰡐심화 영어 작문 II󰡑를 이수하는 데 필요한 준비를 할 수 있게 하는 과목이다. 창의성과 인성 계발에 도움이 되는 학습자 중심의 활동, 과정 중심 쓰기 활동 등의 교수․학습 방법의 활용하여 자기 주도적 학습 능력을 함양한다. 이를 통해 다양한 문화적 배경을 가진 사람들 간의 올바른 의사소통을 위한 영어 쓰기 능력을 기른다.", ,[],prof
85,심화 영어 작문Ⅱ,"다양한 주제에 관한 글을 쓸 수 있는 능력과 다양한 일반적 주제에 관련된 글을 조리 있게 쓸 수 있는 능력을 기르는 과목이다. 창의성과 인성 계발에 도움이 되는 학습자 중심의 활동, 과정 중심 쓰기 활동 등의 교수․학습 방법의 활용하여 자기 주도적 학습 능력을 함양한다. 이를 통해 다양한 문화적 배경을 가진 사람들 간의 효과적인 의사소통을 위한 영어 쓰기 능력을 기른다.", ,[],prof
86,전공 기초 독일어,일상생활에 사용되는 기본적인 의사소통 표현을 이해하고 상황에 맞게 활용한다.독일어권 문화를 이해하고 문화의 다양성을 수용함으로써 세계 시민으로서의 소양을 기른다. 다양한 매체와 자료를 바탕으로 독일어권 정보를 습득하고 이를 선별하여 활용하는 능력을 기른다. , ,[],prof
87,독일어 회화Ⅰ,"‘독일어 회화Ⅰ’은 일상생활의 기본적인 의사소통에 사용되는 다양한 표현을 듣고 이해하며 말할 수 있고, 이를 바탕으로 독일어로 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다.", ,[],prof
88,독일어 회화Ⅱ,"‘독일어 회화Ⅰ’의 학습 내용 바탕으로 일상생활의 다양한 상황에서 사용되는 의사소통 표현을 이해하고 말할 수 있으며, 이를 바탕으로 독일어로 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다.", ,[],prof
89,독일어 독해와 작문Ⅰ,"독일어 텍스트를 읽고 이해하며, 자신의 생각을 독일어로 작성하는 능력을 배양한다. 아울러 이를 적극적으로 활용하려는 태도를 기른다.", ,[],prof
90,독일어 독해와 작문Ⅱ,"‘독일어 독해와 작문Ⅰ’의 학습 내용 바탕으로 독일어 텍스트를 읽고 이해하며, 자신의 생각을 독일어로 작성하는 능력을 배양한다. 아울러 이를 적극적으로 활용하려는 태도를 기른다.", ,[],prof
91,독일어권 문화,"독일어권의 일상생활, 지역사정 및 사회 전반에 걸쳐 축적된 문화적 가치를 이해하며, 타 문화를 배려하고 존중하는 태도를 기른다. ", ,[],prof
92,전공 기초 프랑스어,프랑스어와 프랑스어권 문화 학습을 통해 일상생활에 필요한 프랑스어 의사소통 능력과 다문화적 소양을 배양한다., ,[],prof
93,프랑스어 회화Ⅰ,일상생활의 다양한 활동이나 주제에 대해 프랑스어로 듣고 말하는 능력을 배양하며 프랑스어로 의사소통하려는 적극적인 태도를 기른다., ,[],prof
94,프랑스어 회화Ⅱ,‘프랑스어 회화Ⅰ’ 과목을 통해 학습한 내용을 심화하여 듣고 말하는 능력을 집중적으로 배양한다., ,[],prof
95,프랑스어 독해와 작문Ⅰ,‘프랑스어 회화Ⅰ’ 과목을 통해 학습한 내용을 심화하여 듣고 말하는 능력을 집중적으로 배양한다., ,[],prof
96,프랑스어 독해와 작문Ⅱ,‘프랑스어 독해와 작문Ⅰ’과목을 통해 배양한 능력을 토대로 글을 읽고 쓰는 능력을 심화시킨다., ,[],prof
97,프랑스어권 문화,"프랑스어권 각 지역의 일상생활 문화를 비롯한 다양한 형태의 문화를 이해하고, 타 문화를 배려하고 존중하는 태도를 기른다.", ,[],prof
98,전공 기초 스페인어,‘전공 기초 스페인어’ 과목의 목표는 일상생활에 필요한 스페인어 의사소통 능력을 배양하는 것이다. , ,[],prof
99,스페인어 회화Ⅰ,"‘스페인어 회화Ⅰ’은 다양한 의사소통 표현을 이해하고, 듣고 말하는 능력을 배양하며 스페인어로 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다. ", ,[],prof
100,스페인어 회화Ⅱ,"‘스페인어 회화Ⅱ’은 다양한 의사소통 표현을 이해하고, 듣고 말하는 능력을 심화시키며 스페인어로 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다.", ,[],prof
101,스페인어 독해와 작문Ⅰ,"‘스페인어 독해와 작문Ⅰ’은 기본적인 스페인어 문법과 문형에 대한 이해를 바탕으로, 스페인어로 작성된 글을 읽고 이해하는 능력과 스페인어로 글을 써서 소통하는 능력을 배양하는 것을 목표로 한다.", ,[],prof
102,스페인어 독해와 작문Ⅱ,‘스페인어 독해와 작문Ⅱ’는 스페인어로 작성된 글을 읽고 이해하는 능력과 스페인어로 글을 쓰는 능력을 심화하는 것을 목표로 한다., ,[],prof
103,스페인어권 문화,"‘스페인어권 문화’는 스페인어권 문화에 대한 이해를 통해 스페인어 의사소통에 활용하며, 스페인어권 문화를 통해 타 문화를 이해하고 세계인들과 소통 할 수 있는 능력을 기르는 것을 목표로 한다.", ,[],prof
104,전공 기초 중국어,일상생활에 필요한 다양한 중국어를 습득하고 중국어에 대한 지속적인 흥미와 자신감을 기른다. 또한 중국 문화와 우리 문화의 상호 이해를 통해 중국어로 의사소통하려는 적극적인 태도와 능력을 배양한다. , ,[],prof
105,중국어 회화Ⅰ,"‘중국어 회화Ⅰ’은 다양한 의사소통 표현을 이해하고, 중국어로 듣고 말하는 능력을 배양하며 중국어로 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다. ", ,[],prof
106,중국어 회화Ⅱ,"‘중국어 회화Ⅱ’는 ‘중국어 회화Ⅰ’에서 습득한 중국어 말하기와 듣기 능력을 심화시켜 보다 다양한 의사소통 표현을 이해하고, 중국어로 듣고 말하는 능력을 배양하며 중국어로 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다.", ,[],prof
107,중국어 독해와 작문Ⅰ,‘중국어 독해와 작문Ⅰ’은 중국어로 작성된 글과 자료들을 읽고 이해하는 능력과 중국어로 글을 쓰는 능력을 배양하는 것을 목표로 한다. , ,[],prof
108,중국어 독해와 작문Ⅱ,‘중국어 독해와 작문Ⅱ’는 ‘중국어 독해와 작문Ⅰ’에서 습득한 중국어 읽기와 쓰기 능력을 심화시켜 보다 다양한 글과 자료들을 읽고 쓸 수 있는 능력을 배양하는 것을 목표로 한다. , ,[],prof
109,중국 문화,"‘중국 문화’는 중국인들의 일상생활과 문화적 특성에 대한 학습을 통해 중국을 올바르게 이해하고, 중국어를 사용하는 사람들과 적절하게 의사소통할 수 있는 능력을 심화하는 것을 목표로 한다.", ,[],prof
110,전공 기초 일본어,일상생활에 필요한 일본어 의사소통 능력을 배양하여 일본인과 교류할 수 있는 능력을 기른다. , ,[],prof
111,일본어 회화Ⅰ,"‘일본어 회화Ⅰ’은 다양한 의사소통 표현을 이해하고, 일본어를 듣고 언어문화에 맞게 말하는 능력을 배양하며 적극적으로 의사소통하려는 태도를 기르는 것을 목표로 한다.", ,[],prof
112,일본어 회화Ⅱ,"‘일본어 회화Ⅱ’는 ‘일본어 회화Ⅰ’을 심화한 과목으로 다양한 의사소통 표현을 이해하고, 일본어를 듣고 언어문화에 맞게 말하는 능력을 집중적으로 배양하며 적극적으로 의사소통하려는 태도를 기르는 것을 목표로 한다.", ,[],prof
113,일본어 독해와 작문Ⅰ,"‘일본어 회화Ⅱ’는 ‘일본어 회화Ⅰ’을 심화한 과목으로 다양한 의사소통 표현을 이해하고, 일본어를 듣고 언어문화에 맞게 말하는 능력을 집중적으로 배양하며 적극적으로 의사소통하려는 태도를 기르는 것을 목표로 한다.", ,[],prof
114,일본어 독해와 작문Ⅱ,"‘일본어 독해와 작문Ⅰ’을 심화하여, 일본어로 작성된 글을 읽고 이해하는 능력과 일본어로 글을 쓰는 능력을 집중적으로 배양한다. ", ,[],prof
115,일본 문화,"일본의 언어･비언어 문화와 일상생활 문화, 전통문화, 대중문화 등을 이해함으로써 우리 문화와 일본 문화의 공통점과 차이점을 알고 상호 문화적인 관점에서 배려와 존중의 태도와 세계 시민 의식을 기른다.", ,[],prof
116,전공 기초 러시아어,"기초적인 의사소통 기본 표현을 이해하고, 상황에 맞게 적극적으로 활용한다.러시아 문화의 이해를 통해 의사소통 능력을 함양하고, 해당 문화에 대한 배려와 존중의 자세를 통해 세계 시민 의식을 함양한다. 다양한 매체와 자료를 통해 접하는 러시아 관련 정보를 선별하여 활용하는 능력을 기른다.", ,[],prof
117,러시아어 회화Ⅰ,"‘러시아어 회화Ⅰ’은 다양한 의사소통 표현을 이해하고, 러시아어로 듣고 말하는 능력을 배양하며 러시아어로 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다.", ,[],prof
118,러시아어 회화Ⅱ,"‘러시아어 회화Ⅱ’은 다양한 의사소통 표현을 이해하고, 러시아어로 듣고 말하는 능력을 배양하며 러시아어로 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다.", ,[],prof
119,러시아어 독해와 작문Ⅰ,"다양한 의사소통 표현을 이해하고, 러시아어로 읽고 쓰는 능력을 배양하며 러시아어 문장 및 텍스트를 이해하고 이를 글로 표현하려는 태도를 기른다.", ,[],prof
120,러시아어 독해와 작문Ⅱ,"다양한 의사소통 표현을 이해하고, 러시아어로 읽고 쓰는 능력을 배양하며 러시아어 문장 및 텍스트를 이해하고 글로 표현하려는 태도를 기른다.", ,[],prof
121,러시아 문화,"러시아의 일반적이고 고유한 문화를 이해하며, 타 문화를 배려하고 존중하는 태도를 기른다.", ,[],prof
122,전공 기초 아랍어,"의사소통 기본 표현을 이해하고, 상황에 맞게 적극적으로 활용한다.아랍 문화의 이해를 통해 의사소통 능력을 함양하고, 포용과 창조의 덕목을 갖춘 세계 시민 의식을 함양한다. 다양한 매체를 통해 아랍어로 적극적으로 교류할 수 있는 능력을 기른다. ", ,[],prof
123,아랍어 회화Ⅰ,"‘아랍어 회화Ⅰ’은 다양한 의사소통 표현을 이해하고, 듣고 말하는 능력을 함양하여 아랍어와 언어 문화에 맞게 의사소통하려는 적극적인 태도를 기르는 것을 목표로 한다.", ,[],prof
124,아랍어 회화Ⅱ,"‘아랍어 회화Ⅱ’는 다양한 의사소통 표현을 이해하고, 아랍어로 듣고 말하는 능력을 심화하여 아랍어 언어문화에 맞게 의사소통하려는 능동적이고 적극적인 태도를 기르는 것을 목표로 한다.", ,[],prof
125,아랍어 독해와 작문Ⅰ,"기본적인 아랍어 문법과 문형에 대한 이해를 바탕으로, 아랍어로 작성된 글을 읽고 이해하는 능력과 아랍어로 글을 쓰는 능력을 기르는 것을 목표로 한다.", ,[],prof
126,아랍어 독해와 작문Ⅱ,아랍어로 작성된 글을 읽고 이해하는 능력과 아랍어로 글을 쓰는 능력을 심화시켜 보다 다양한 글과 자료들을 읽고 쓸 수 있는 능력을 배양한다. , ,[],prof
127,아랍 문화,"아랍 문화에 대한 이해를 통해 의사소통에 활용하며, 타 문화에 대한 배려심, 존중, 포용의 태도를 기르는 것을 목표로 한다.", ,[],prof
128,전공 기초 베트남어,‘전공 기초 베트남어’ 과목의 목표는 일상생활에 필요한 베트남어 의사소통 능력을 배양하는 것이다. 세부 목표는 다음과 같다., ,[],prof
129,베트남어 회화Ⅰ,"‘베트남어 회화Ⅰ’ 과목의 목표는 다양한 의사소통 표현을 이해하고, 베트남어로 듣고 말하는 능력을 배양하며 베트남어로 의사소통하려는 적극적인 태도를 기르는 것이다.", ,[],prof
130,베트남어 회화Ⅱ,"‘베트남어 회화Ⅱ’ 과목의 목표는 다양한 의사소통 표현을 이해하고, 듣고 말하는 능력을 심화시키며 베트남어로 의사소통하려는 적극적인 태도를 기르는 것이다.", ,[],prof
131,베트남어 독해와 작문Ⅰ,"‘베트남어 독해와 작문Ⅰ’ 과목의 목표는 기본적인 베트남어 문법과 문형에 대한 이해를 바탕으로, 베트남어로 작성된 글을 읽고 이해하는 능력과 베트남어로 글을 쓰는 능력을 배양하는 것이다.", ,[],prof
132,베트남어 독해와 작문Ⅱ,‘베트남어 독해와 작문Ⅰ’ 과목의 목표는 베트남어로 작성된 글을 읽고 이해하는 능력과 베트남어로 글을 쓰는 능력을 심화하는 것이다., ,[],prof
